,VideoID,Title,PublishedAt,ChannelID,Description,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,FavoriteCount,CommentCount,RegionCode,Date
10,YqvCptqhHfs,Travis Scott - STOP TRYING TO BE GOD,2018-08-07T00:00:02.000Z,UClRx3MMyYUyqOxyEqA5F2nQ,"Featuring Philip Bailey, James Blake, Kid Cudi and Stevie Wonder on harmonica

Directed by Dave Meyers

ASTROWORLD OUT NOW   http://travisscott.com

Travis Scott online:
https://twitter.com/trvisXX
https://www.instagram.com/travisscott/
https://soundcloud.com/travisscott-2
https://www.facebook.com/travisscottlaflame
https://travisscott.com/

Epic / Cactus Jack
(c) 2018 Epic Records, a division of Sony Music Entertainment. With Cactus Jack and Grand Hustle.",TravisScottVEVO,10,5359628,256159,10809,0,25161,BE,8/8/2018
11,mPubzrHo7ok,Lijpe - Zomersessie 2018 - 101Barz,2018-08-07T14:00:04.000Z,UC0fXtHnZH6Gtl5AEmEGyBTA,"Er werd massaal gevraagd om Lijpe en dus kwam hij langs om even een sessie voor jullie te droppen. Binnenkort komt hij ook met een nieuw album, dus genoeg Lijpe voor de komende tijd. Check nu deze vurige sessie!

Kledingsponsor Rotjoch: www.soccerfanshop.nl  Instagram.com/soccerfanshop 

101Barz is het grootste hiphop-platform van Nederland met wekelijks nieuwe video's. Natuurlijk brengt Rotjoch elke week de welbekende studiosessies op je beeldscherm, maar dat is niet alles. Videoclips van je favoriete artiesten die gemaakt zijn door het 101Barz-team vind je onder de noemer 101Barz Videoclipz. Items en portretten van beginnende rappers en gevestigde namen worden met regelmaat geupload. In Hitmakerz nemen we je mee achter de schermen bij de producers van de dikste hits van Nederlandse bodem. De rappers met de best bekeken sessies krijgen bezoek van Rotjoch om een Trophy in ontvangst te nemen. 

In 2006 had Rotjoch het idee om onder de vleugel van BNN het hiphopplatform 101Barz op te zetten. Rappers kwamen langs voor studiosessies en binnen de kortste keren was 101Barz een begrip in Nederland.  Welke bekende rapper begon niet zijn carrière bij 101Barz? 

Voor de laatste videoclips van derden, nieuwtjes en interviews kun je terecht op de site
http://www.101barz.bnn.nl

Volg ons ook op social media:

Twitter: http://twitter.com/101barz 
Facebook: https://www.facebook.com/101BarzOfficieel
Instagram: http://instagram.com/101barzbnn/ 
Soundcloud: https://soundcloud.com/101barzbnn
Snapchat: Barz101",101Barz,10,419653,24080,407,0,3108,BE,8/8/2018
12,seopwM6-yvE,Wie is de BESTE DHD'er van 2018?,2018-08-07T15:00:04.000Z,UCNPlSBggCmH8FJiMC2FYYpQ,"←  Video van 2017 ↪ https://www.youtube.com/watch?v=e0b3Cloh5X8 

➤  Video door: Milan Knol & http://www.youtube.com/xLinkTijger & http://www.youtube.com/AltijdCompilaties & http://www.youtube.com/GameMeneer

Volg ons op Twitter: http://www.twitter.com/DagelijksHaaDee
Gebruik je Facebook: http://bit.ly/2ko4PTR
Milan's kanaal: http://www.youtube.nl/DitIsMilan
Persoonlijke Twitter: http://www.twitter.com/MilanKnol
Persoonlijke Instagram: http://www.instagram.com/MilanKnol
Discord Server: http://discord.gg/dagelijkshaadee
Merchandise ↪ http://www.dagelijkshaadee.nl",DagelijksHaaDee,24,136588,8643,159,0,996,BE,8/8/2018
13,QHyy5vV1uP0,"93 Empire - Woah (Sofiane, Vald, Soolking, Sadek, Mac Tyer, Heuss L’enfoiré, Kalash Criminel)",2018-08-03T14:00:01.000Z,UCxPvv5fdCJ8rj8FHorCIJdw,"Disponible partout: https://93empire.lnk.to/Woah

93 Empire - Woah (Sofiane, Vald, Soolking, Sadek, Mac Tyer, Heuss L’enfoiré, Kalash Criminel)
 
Affranchis Music présente #WOAH
1er Extrait de l’album #93EMPIRE
Sortie : Automne 2018
 
Produit par : DIIAS pour #AffranchisMusic
 
Écrit par : Fianso
Réalisé par : Leïla Sy pour Suther Kane Films
Montage : Shems Cameron",Affranchis Music,22,2192287,72836,2109,0,5603,BE,8/8/2018
14,Lpjcm1F8tY8,Martin Garrix feat. Bonn - High On Life (Official Video),2018-07-30T14:51:57.000Z,UC5H_KXkPbEsGs0tFt8R35mA,"Martin Garrix feat. Bonn - High On Life (Official Video)
♫ High On Life feat. Bonn is out now: http://stmpd.co/MGHOLID
Get Ocean feat. Khalid here: http://stmpd.co/MKOCID

Premiered my new track High On Life featuring Bonn on Tomorrowland 2018 and the official video is also my aftermovie for this amazing festival. Hope you enjoy it!

Click on subtitles to turn lyrics on/off.

Follow Martin Garrix: 
Facebook: http://facebook.com/MartinGarrix
Twitter: http://twitter.com/MartinGarrix
Instagram: http://instagram.com/MartinGarrix
YouTube: http://youtube.com/MartinGarrix

Follow STMPD RCRDS
YouTube: http://www.youtube.com/c/stmpdrcrds
Facebook: https://www.facebook.com/STMPDRCRDS/
Instagram: https://www.instagram.com/stmpdrcrds/
Twitter: https://twitter.com/stmpdrcrds
Spotify: http://stmpd.co/ST50SPID

Directed and edited by: Damian Karsznia

Cinematography by: 
- Sjors Ruijters 
- Fabian de Prieëlle
- Mathias Normann
- Mees Roozen
- Joris Hoevenberg
- Damian Karsznia

#HighOnLife #Garrix #Bonn
#MartinGarrix #Tomorrowland #Aftermovie #Tomorrowland2018",Martin Garrix,10,7236733,293106,3039,0,12119,BE,8/8/2018
15,-qnyd7Ht9uc,Zedd & Elley Duhé - Happy Now (Lyrics),2018-07-18T17:02:22.000Z,UCPNokRZ9hacjIQ3IQL6HNUQ,"Zedd & Elley Duhé - Happy Now (Lyric Video)
Watch the official lyric video for “Happy Now”.
Subscribe to Zedd’s channel and turn on notifications to stay up to date on all the latest videos: http://zedd.me/YTSubscribe

“Happy Now” is the most organic sounding song I’ve made in a long time. The majority of what you hear was recorded using real instrumentation, a lot of pianos and a lot of guitars. Lyrically, it’s a song that is both happy and sad at the same time, while musically, it’s a song that rather leans towards a happier, sunnier side. I hope you enjoy “Happy Now.” :) - Zedd

“To me, ‘Happy Now’ is more than just a song. It’s a significant moment in my life, the golden opportunity to work with one of the greatest DJ’s/producer of our time. Being able to come together with complete strangers to do something beautiful, sing something meaningful, to share something special is what ‘Happy Now’ is all about. Thank you to everyone involved in making this song and for letting me be part of your world.” - Elley Duhé

Listen to “Happy Now”:
Stream:
Apple Music: http://zedd.me/HappyNowAM
Spotify: http://zedd.me/HappyNowSP
Amazon: http://zedd.me/HappyNowAMZ
Deezer: http://zedd.me/HappyNowDZ
Google Play: http://zedd.me/HappyNowGP
Soundcloud: http://zedd.me/HappyNowSC
Download:
iTunes: http://smarturl.it/ZeddHappyNow/itunes

Shop the Zedd Store: http://zedd.me/Store

Follow Zedd:
Website: https://www.zedd.net
Facebook: http://zedd.me/Facebook 
Instagram: http://zedd.me/Instagram 
Spotify: http://zedd.me/SPEssentials 
Twitter: http://zedd.me/Twitter 
Snapchat: http://zedd.me/Snapchat
Weibo: http://zedd.me/Weibo
VK.com: http://zedd.me/VKcom
Subscribe to his YouTube channel: http://zedd.me/YouTube

See Zedd live: http://zedd.me/Live 

Follow Elley Duhé:
Website: http://www.elleyduhe.com
Facebook: https://www.facebook.com/elleyduhemusic/
Twitter: https://twitter.com/elleyduhe 
Instagram: https://www.instagram.com/elleyduhe 

You're a world away
Somewhere in the crowd
In a foreign place
Are you happy now
 
There's nothing left to say
So I shut my mouth
So won't you tell me babe
Are you happy now
 
You're the only one, who can up and run, leave me just as empty as the day you came
You hold all the cards, all the broken hearts, strung over your shoulder till it's all in vain
 
And only you know the strength of your teeth
Wash in the weight of your pockets so deep
And lonely
 
You're a world away
Somewhere in the crowd
In a foreign place
Are you happy now
 
There's nothing left to say
So I shut my mouth
So won't you tell me babe
Are you happy now
Are you happy now
 
In the palm of your hands, you can make me dance, spin me round in circles till I'm wrapped in string
You keep on talking sweet, till your fingers bleed, but don't you dare ask me how I've been
 
Now only you know the strength of your teeth
Wash in the weight of your pockets so deep
And lonely
 
You're a world away
Somewhere in the crowd
In a foreign place
Are you happy now
 
There's nothing left to say
So I shut my mouth
So won't you tell me babe
Are you happy now
Are you happy now

#HappyNow #Zedd #Lyrics",Zedd,10,12236026,186321,3197,0,4446,BE,8/8/2018
16,Q7nt1f2Szn4,The Chainsmokers - Side Effects (Lyric Video) ft. Emily Warren,2018-07-27T04:01:01.000Z,UCRzzwLpLiUNIs6YOPe33eMg,"The Chainsmokers ft. Emily Warren ""Side Effects"" out now: http://smarturl.it/TCSSideEffects

Amazon Music: http://smarturl.it/TCSSideEffects/az
Apple Music: http://smarturl.it/TCSSideEffects/applemusic
iTunes: http://smarturl.it/TCSSideEffects/itunes
Spotify: http://smarturl.it/TCSSideEffects/spotify
YouTube Music: http://smarturl.it/TCSSideEffects/youtubemusic

Follow The Chainsmokers:
http://www.youtube.com/thechainsmokers 
http://www.twitter.com/thechainsmokers 
http://www.facebook.com/thechainsmokers 
http://www.instagram.com/thechainsmokers 
http://www.soundcloud.com/thechainsmokers

Director: Blake Thomas
Producer: Hannah Stouffler

Lyrics:

VERSE:
It's 4AM I don't know where to go
Everywhere is closed
I should just go home
 
My feet are taking me are taking me to your front door 
I know I shouldn't though
Heaven only knows 
 
PRE:
That Ooh the side effect 
To my loneliness is you 
 
CHORUS:
Ooh, you're all that I want 
No good at giving you up
Cmon and gimme some love tonight
 
Ooh, you're all that I want 
No good at giving you up
Cmon and gimme some love tonight
 
VERSE:
This happens every time I try to mix
Decision making with 
One too many drinks 
 
PRE:
But ooh, if late night friends 
Have consequences, cool 
 
CHORUS:
Ooh, you're all that I want 
No good at giving you up
Cmon and gimme some love tonight
 
Ooh I think about it all the time 
Make it happen in my mind 
I'm telling you, yeah
 
Ooh, you're all that I want 
No good at giving you up
Cmon and gimme some love tonight
 
BRIDGE:
Time should've taught me the lesson
Went lookin for a sign but instead I got a message 
I take off my pride every time we undressing 
I draw the line
I'm out of line, yeah",ChainsmokersVEVO,10,6880772,122222,7358,0,5662,BE,8/8/2018
17,OQfLvlZGYFM,David Guetta ft Anne-Marie - Don't Leave Me Alone (Lyric Video),2018-07-26T16:00:21.000Z,UC1l7wYrva1qCH-wgqcHaaRg,"BUY/LISTEN: https://guetta.co/dontleavemealone
🔔 Subscribe to be notified for new videos ➡️ http://bit.ly/GuettaYouTube 🔔 
⚠️ Vote David Guetta # 1 on DJ Mag TOP 100 DJ : http://bit.ly/GuettaMag2018

Director: Michael Robertson
Production: Toon53 Productions
(P) & (C) 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company

David Guetta feat Anne-Marie - Don’t Leave Me Alone
(David Guetta, Noonie Bao, Linus Wiklund, Sarah Aarons)
Produced by David Guetta & Lotus IV
Additional production by Timofey Reznikov & Albert Harvey (GLOWINTHEDARK)
Mixed & mastered by Serban Ghenea at MixStar Studios, Virginia Beach, VA
Engineered by John Hanes
All Instruments and Programming by Lotus IV, David Guetta, Timofey Reznikov & Albert Harvey
Backing vocals by Noonie Bao & Sarah Aarons
Publishers: JackBack Publishing Ltd, admin by Write Here Music (SACEM) and Shapiro Bernstein (ASCAP); EMI Blackwood Music Inc. (BMI) o/b/o EMI Music Publishing Scandinavia AB (STIM); Lurpi Songs AB, admin by Songs of Kobalt Music Publishing (AMRA); Sony/ATV Music Publishing Allegro (AUS) P/L
Anne-Marie appears courtesy of Major Toms/Asylum Records UK, a division of Warner Music UK Limited
(P) & (C) 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company

Follow David Guetta:
http://www.davidguetta.com
http://facebook.com/DavidGuetta
http://www.twitter.com/DavidGuetta
http://www.instagram.com/davidguetta",David Guetta,10,11556278,252048,6625,0,5354,BE,8/8/2018
18,J6zSw3VqKK4,JE LEUR DONNE UN EURO PAR JONGLE !,2018-08-01T16:00:02.000Z,UCLI5qZqBkuMkZ54EK6Zi6AA,"Achètes ta Speen Ball: https://speenstyle.com

Mon Instagram : http://bit.ly/2i3oWbj
Facebook : http://bit.ly/1mJwJ5I 
Snapchat: WASSFREESTYLE
Twitter : http://bit.ly/1po0Z9B

Contact Pro : wassfreestyle@hotmail.fr",Wass Freestyle,17,1090361,42559,1286,0,2717,BE,8/8/2018
19,Qz8BmU8NPJk,Bagarre entre Booba et Kaaris: ce qu'il s'est passé à l'aéroport d'Orly,2018-08-01T16:05:21.000Z,UCXwDLMDV86ldKoFVc_g8P0g,Une violente bagarre entre les rappeurs Booba et Kaaris dans le hall 1 de l'aéroport d'Orly a entraîné de nombreux retards de vols.,BFMTV,25,813674,5980,972,0,2718,BE,8/8/2018
20,twRCfhGskrs,J'OFFRE À MA COPINE LA VOITURE DE SES RÊVES !,2018-08-05T08:00:03.000Z,UCeqsLJGWhZXEerY5JWvwLkg,"Téléchargez le jeu : https://qwikmatch.app.link/fJMCAPqqQO

Un IMMENSE merci à Qwikmatch pour avoir sponsorisé cette vidéo ! Allez télécharger l’application elle est super cool en vrai !

🐦 TWITTER : LMLEvideo
🌅 INSTAGRAM : valentin_jean & jenny_letellier
👻 SNAPCHAT : valentin_jean & groscroutard
🎬 FACEBOOK : Le Monde à L'Envers

Les placements de produits servent à produire nos vidéos. Sans ces placements, vous ne pourriez pas avoir de vidéo comme ""Nexte"", ""Recherche Maison ou Appartement"" ou encore ""1 Mariage Pour 1 Lune de Miel"". Encore merci à QwikMatch de nous faire confiance. Et merci à vous de comprendre cela. Allez télécharger cette appli les potes, en vrai, on y joue tous les jours !

On est 1 585 750. Merci les potes.",Le Monde à L'Envers,23,1492645,107448,4997,0,5563,BE,8/8/2018
